DATAFLOW,LAST UPDATE,freq,unit,sex,isced11,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IS:Iceland,2021,28.0,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IS:Iceland,2022,30.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IS:Iceland,2023,32.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IT:Italy,2014,13.5,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IT:Italy,2015,13.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IT:Italy,2016,13.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IT:Italy,2017,14.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IT:Italy,2018,14.5,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IT:Italy,2019,14.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IT:Italy,2020,14.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IT:Italy,2021,13.8,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IT:Italy,2022,14.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,IT:Italy,2023,14.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LT:Lithuania,2014,28.7,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LT:Lithuania,2015,29.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LT:Lithuania,2016,30.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LT:Lithuania,2017,30.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LT:Lithuania,2018,31.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LT:Lithuania,2019,29.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LT:Lithuania,2020,29.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LT:Lithuania,2021,31.6,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LT:Lithuania,2022,29.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LT:Lithuania,2023,30.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LU:Luxembourg,2014,29.7,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LU:Luxembourg,2015,22.7,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LU:Luxembourg,2016,32.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LU:Luxembourg,2017,31.0,u
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LU:Luxembourg,2018,29.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LU:Luxembourg,2019,32.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LU:Luxembourg,2020,30.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LU:Luxembourg,2021,,bu
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LU:Luxembourg,2022,,u
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LU:Luxembourg,2023,,u
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LV:Latvia,2014,30.8,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LV:Latvia,2015,28.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LV:Latvia,2016,28.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LV:Latvia,2017,29.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LV:Latvia,2018,26.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LV:Latvia,2019,31.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LV:Latvia,2020,32.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LV:Latvia,2021,30.8,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LV:Latvia,2022,28.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,LV:Latvia,2023,28.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,ME:Montenegro,2014,10.6,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,ME:Montenegro,2015,10.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,ME:Montenegro,2016,11.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,ME:Montenegro,2017,11.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,ME:Montenegro,2018,11.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,ME:Montenegro,2019,11.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,ME:Montenegro,2020,13.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MK:North Macedonia,2014,,bu
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MK:North Macedonia,2015,,u
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MK:North Macedonia,2016,17.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MK:North Macedonia,2017,17.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MK:North Macedonia,2018,19.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MK:North Macedonia,2019,19.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MK:North Macedonia,2020,19.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MT:Malta,2014,35.1,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MT:Malta,2015,36.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MT:Malta,2016,35.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MT:Malta,2017,35.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MT:Malta,2018,37.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MT:Malta,2019,34.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MT:Malta,2020,34.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MT:Malta,2021,40.4,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MT:Malta,2022,42.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,MT:Malta,2023,33.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NL:Netherlands,2014,18.2,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NL:Netherlands,2015,18.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NL:Netherlands,2016,18.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NL:Netherlands,2017,19.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NL:Netherlands,2018,20.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NL:Netherlands,2019,20.2,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NL:Netherlands,2020,20.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NL:Netherlands,2021,22.5,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NL:Netherlands,2022,22.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NL:Netherlands,2023,22.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NO:Norway,2014,18.3,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NO:Norway,2015,20.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NO:Norway,2016,20.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NO:Norway,2017,20.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NO:Norway,2018,20.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NO:Norway,2019,21.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NO:Norway,2020,21.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NO:Norway,2021,16.3,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NO:Norway,2022,17.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,NO:Norway,2023,17.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PL:Poland,2014,17.1,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PL:Poland,2015,17.3,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PL:Poland,2016,16.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PL:Poland,2017,16.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PL:Poland,2018,16.0,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PL:Poland,2019,15.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PL:Poland,2020,15.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PL:Poland,2021,17.7,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PL:Poland,2022,16.9,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PL:Poland,2023,16.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PT:Portugal,2014,21.9,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PT:Portugal,2015,21.5,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PT:Portugal,2016,22.1,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PT:Portugal,2017,21.8,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PT:Portugal,2018,23.7,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PT:Portugal,2019,24.4,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PT:Portugal,2020,24.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PT:Portugal,2021,24.8,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PT:Portugal,2022,26.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,PT:Portugal,2023,24.2,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,RO:Romania,2014,10.2,b
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,RO:Romania,2015,10.6,
ESTAT:EDAT_LFS_9903(1.0),13/06/24 23:00:00,A:Annual,PC:Percentage,M:Males,ED3_4GEN:Upper secondary and post-secondary non-tertiary education (levels 3 and 4) - general,Y15-29:From 15 to 29 years,RO:Romania,2016,11.2,
